Yazar,Tarih,Baslik,Sikayet,Kaynak
xeroquark,02.02.2010 13:06 ~ 03.02.2010 02:19,IKEA Genel,"genc muhendisler zurih'teki evlerini dosemek icin ikea'dan buyuk kutular icinde bir suru mobilya siparis ederler. esyalar kargo ile eve getirilir. ancak bir paketin getirilmedigi ertesi gun anlasilir. ikea'ya soylenir. ikea ise urunun ellerinden ciktigini ve kargo firmasi ile durumu acikliga kavusturmamiz gerektigini soyler ve aradan cekilme hareketlerinin birincisini gerceklestirir. kargo firmasindaki adam ise kaybolan paketi bizzat kendisinin eve tasidigini soyler. 75-80 m2'lik evde kargo sirketi tarafindan getirildigi savunulan(!) karyola paketi*, daha onceden de soylenildigi gibi aslinda zaten hic tasinmamistir. ama bunu ne ikea ne de kargo sirketi kabul etmek istemez. kargo sirketindeki adam tekrar telefonla aranir. adam tripten tribe girerek ""5 yildir servis yapiyorum hic boyle bisi olmadi siz yaniliyorsunuz"" der kustahca. ""ben sorumluluk almiyorum, ikea ile durumu acikliga kavusturun"" diye aradan cekilme hareketlerinin 2.sine girisir.
durumdan acayip sekilde rahatsiz olan ve sinirlenen genc muhendisler aksam olay cikarmak uzere ikea'ya tekrar ikamet edecekler.

(bkz: )

(4 saat sonra)
musteri hizmetlerindeki inanilmaz iyi niyetli alman kadinin yardimlari yuzunden ofkelerini disari bosaltamayan, onceleri ""mahkemelerde surundurecez ikea'yi ulan"" naralari atan genc muhendisler islerinin 15 dakika icinde hallolmasi ile anlamsiz bir bosluga duser ve gozlerine kestirdikleri bir ayakli lambayi ve haliyi sirtlayarak eve getirirler.",Ekşi Sözlük
root locus,04.02.2010 12:19 ~ 13:49,IKEA Genel,"bir çok ürününü beğendiğim, özellikle efendim mumdur, bardak altlığıdır her gittiğimde dayanamayıp birşeyler satın aldığım, lakiiiiiiiiin mobilyalarından ve özellikle yataklarından uzak durulması gereken mağaza.

mobilyalı tuttuğum evde, ""bu yatak eski, küçük hem de, yatak almak lazım"" diye binbir dil döküp ev sahibini ikna ettikten sonra, evsahibinin bu iş için ayırdığı paranın alabileceği en güzel yatağı gittim ikeadan aldım. aldım almasına da, ulan yatak değil de sanki f16 montajı yapıyoruz, milimetrik kesinliklerle montajı yapmazsan, yatağı üzerine koyduğun iskelet kılıklı zımbırtı, taşıyıcı raydan kayıp yatak ve üzerindekilerle birlikte aşağı iniyor. yatakta gözle görülür hiçbir eğrilik olmamasına rağmen, cesaret edip yatakta uyuduğum her gece ortalama 2-3 kere yatakla birlikte yere kapaklandım. bu böyle olmaz dedim, gittim su terazisi buldum onunla baktım yok herşey normal, bundan iyi montaj anca fabrikada olur ama ben hala rüyamda doksandan top çıkarıp, yere düşerken uyanıyorum her gece. yatağı yere koyup, karkası kaldırsan atsan olmaz, ev sahibine ne anlatacaksın. bari gidip kanepede yatayım desen, kanepe ayrı rahatsız, sonuçta bir şekilde evi değiştirdim de öyle kurtuldum ruh sağlığımda kalıcı hasarlar bırakmadan.

hele bir de bu yataklarda iki kişi yatmayı aklınızın ucundan bile geçirmeyin, asla mümkün değil. eşek kadar yatak dururken, kız arkadaşla kanepede iki büklüm uyuduğum gecelerin hesabını da öte tarafta ayrıca sorarım sana elbet ingvar efendi!",Ekşi Sözlük
mandayinasekeyi hastasi kizilcikserbeti,15.02.2010 17:55,IKEA Genel,"ölünce beni buraya gömün, dört bir yanım rengarenk olsun. ayrıca da yanıma bir kaç paket zencefilli çörek ve pepparkakor cappucino koyun, acıktıkça yerim.*",Ekşi Sözlük
filler dunyanin en masum hayvanlaridir,15.02.2010 18:04 ~ 18:05,IKEA Genel,"500 days of summer filminde yardımcı rollerden birini oynayan, mobilya süpermarketi. seyredenler ne demek istediğimi anlayacaktır.",Ekşi Sözlük
scarlet,01.03.2010 00:04,IKEA Genel,"koltuk, yatak, nevresim alınmamasını önerdiğim, ancak ufak tefek detaylarla evinize renk katacak çok fazla ürüne sahip mağaza. ayrıca, evde monte edilecek eşyalar almak* her zaman çok akıllıca olmuyor. hele ki aldığınız eşyayı taşınırken bir kere söküp, ikinci kere kurarsanız yepyeni bi tasarıma sahip olabilirsiniz.**",Ekşi Sözlük
attacker,01.03.2010 00:09,IKEA Genel,"çok işlevsel çamaşırlıkları var. böyle dolabın kapağına asıyorsun uzunlamasına, ister havlu as ister kirli çamaşır koy filesine. bi de doğum günü hediyesi olunca dadından yenmeyor*.",Ekşi Sözlük
beyaz mum,01.03.2010 00:56,IKEA Genel,"-ikea nedir?

tüm dünyada mağaza sayısı 301’i bulan, insanların yaşam alanlarında kullandıklarını ürünlerin satıldığı kocaman dükkânlardır.

-ikea’nın türkiye ile ilişkisi nedir?

türkiye’de ilk şubelerini istanbul ümraniye’de açmışlardır. sonraki şube izmir bornova’dır. bir sonraki yeniden istanbul bayrampaşa’dır. en son ki mağazaları da bursa’da açılmıştır.

-ikea mağazalarına nasıl gidilir?

ikea politikası gereği normalinden(?) büyük mağazalar yapar. bunun için geniş alanlara ihtiyaç duyar. genelde sokak kenarına ya da nin sonuna yapmaz. gider viyadüklerin, otoyolların kenarlarına yapar. ayrıca yanında büyük bir alışveriş merkezi olmasını tercih eder. mağazalarına da yayalar da ulaşabilsin ister ama bu genelde istek olarak kalır.

, ’nın hemen yanındadır. merkeze çok yakın olmasına rağmen her türlü sizi yürütür çünkü dibinden otoyol geçer. merkezden gitmek isterseniz, forum bornova servisini tercih edebilirsiniz. en ideali budur. yok, ben yürüyerek ulaşıcam derseniz yakınına kadar dolmuş götürür. daha çok yürümek isterseniz ege üniversitesi’nin köşelerinden bir yerlerinden kestirmeler ile bulursunuz ikea’yı.

, ’un yanında konumlanmıştır. 29 ekimde forum istanbul açılana kadar en yakınındaki metro istasyonunda inersiniz, yokuştan kendinizi salıverirsiniz, biraz yürürsünüz, koskoca ikea’nın otoparkını bulup onun girişinden girersiniz. 29 ekimden sonra forum istanbul’un katkılarıyla o metro istasyonu yenilenmiştir ve kestirmeden bir köprücük yapılmıştır bunun sayesinde üstten hemen geçiverirsiniz. ama bu yürümeyeceğiniz anlamına gelmez çünkü bu köprü sayesinde ’un içinden geçmek zorunda kalırsınız ki bu etrafından yürümekten daha acı vericidir.

i, ’nin yanındadır. diğerlerine nispeten daha yakınından otobüs geçer. otobüs şoförünü kafalarsanız çok yakınında inersiniz. kafalayamazsanız otoyolda giderken yı görür, el sallar, gözden kaybeder sonra da durakta inip gidersiniz. dönüşünde de hemen yakınlarında otobüs duraklarını bulursunuz. diğerlerine nispeten daha ayaküstü bir ikea’dır. ilk yapılmış olanıdır, metrekare olarak da en büyük olanıdır.

-ikea neden farklıdır ve insanlar neden içeride çıldırır?

ikea’nın 2 bölümü vardır. birinci bölüm bizim şuana kadar tüm mobilyacılarda gördüğümüz bölümüdür. ikinci bölüm ise alışveriş bölümüdür. diğerlerinden farkı şudur, showroomda her şeyi denersiniz. her şey ev düzeni içindedir, kendinizi kaybedip koltuktan koltuğa atlarsınız. yastığı atar, çekmeceyi açar, bulaşık makinesini kontrol eder, giysi dolabını incelersiniz. kimse size karışmaz. (nda da bu yazılanların hemen hemen aynıları vardır, ilk çok etkilenirsiniz sonra da alışırsınız. mesela bir daha okuyun. ne oldu?) birini işinize karıştırmak isterseniz o insanı zor bulursunuz ama bulursunuz. çıldırma sebebi ikea’nın reklam politikalarıdır. ikinci bölüm ise fiyat etiketleri, her şeyin birada olma özelliği, dükkân planlaması, değişik tasarımlar gibi etmenlerle insanları çılgına çevirir.

-ikea’nın reklamları nasıldır?

ikea’nın reklam politikaları ilginçtir ya da türk milletine ilginç gelmektedir. diğer mağazalara oranla ""fiyatları düşürdük, damping, süper indirim, %50 indirim"" uygulamasını yapmaz ikea. mesela 1 yıl ürettiği koltuğu 2. yıl üretip satarken der ki ""biz geçen sene bu koltukları çok sattık, sattıkça daha çok ürettik, ürettikçe maliyetini azalttık, maliyetini azalttıkça size indirim yaptık ki daha çok satalım daha çok alın daha çok indirim olsun"". reklam anlayışında böyle açıklamalar bulunmayan türk milleti de satın almaya yönelir. başka bir örnek; """" dur.

dışarıda reklamlar:
showroom özelliklerini televizyon reklamlarıyla bir kez daha hatırlatırlar. mesela mutfakta tartışan iki insan vardır ama aslında onlar ikea mağazasındadır ve ikea mağazasında olduklarını unutmuşlardır. çünkü her şey çok doğaldır ve onlara karışan biri yoktur. sonra bir bakarlar ki ikea’dalar.

ayrıca sürekli değişen ve kendini geliştiren reklam piyasasını takip ederler ona göre de yeni işler üretirler. mesela otobüs duraklarındaki reklamların dışarı taşması fikrini abartıp istanbul’da 2-3 durakta, duraktaki bekleme yerini kaldırıp gözden çıkardıkları koltukları koyarlar.

bir diğer örnek gittikleri şehirdeki ilk izlenimlerinin iyi olması için, küçük kamyonetlerinin arka tarafını camlı yaparlar, içine yerleştirirler(içinde bir ikea koltuğu yastıklar ve bilumum renkli şeyler). arkasına da kocaman yazarlar ""evini seven bizi takip etsin"" diye.

en önemli reklamları da yüz binlerce ikea katoloğu bastırıp bulundukları şehirde her evin kapısının dibine bırakmalarıdır.

-ikea’nın yemek bölümlerinde uygulamaları nasıldır?

içerisinde yeme/içme servisi olarak hiçbir markaya bayilik vermez. kendi gıda ürünlerini üretirler ve bunları restoran ya da gıda satın alma bölümünde müşteriye sunarlar. restoranları self servis olarak hizmet verir ve sadece yemek alma işlemi self servis değildir. yemekten sonraki tepsilerin toplanması işini de müşteriye yaptırır. bunun amacı da tepsi toplatmak için adam çalıştırmak istemeyişleridir. böylece müşteriye de, bunu fiyatlarına yansıttıklarını belirtip daha çok sempati toplarlar. bir diğer yemek bölümü taktiği de alışveriş sonrası atıştırma yeridir. çok ucuz fiyatlara , , kola ve çeşitli asitli içecekler satarlar. fakat siz o sınırsız asitli içeceklerden, içindeki karışımdan dolayı en fazla iki bardak içebilirsiniz ya da insan türünden değilseniz üç bardak.
bir diğer taktikleri, haftanın belirli bir gününü ilan edip yemek fiyatlarını düşürmeleridir. zaten dışarıdaki birçok yemek yerine göre uygun fiyatla verdikleri kahvaltı servisini, o halk gününde bir liraya düşürürler. kahvaltı tabağı, yumurta, ekmek ve sınırsız çay-kahve hizmetini bir liradan alan müşteri tam da istedikleri gibi kahvaltı sonrası mağazaya yönelir.

bunların dışında restoranlarında kendi ürettiği mobilyalarını kullanır hatta masalarını mümkün olduğu kadar birbirinden ayrı seçer ki müşteriye daha çok çeşit gösterilebilsin. siz de masayı, örtüyü, tabağı ya da belki lambayı beğenirsiniz ve alışverişe geri döndüğünüzde alırsınız.

-ikea’nın açıkça söyleyerek uyguladığı değişik alışveriş taktikleri nelerdir?

ikea’nın vardır. girişinde açıkça bunların kırık, bozulmuş, dönem sonu, geri iade edilmiş ürünler olduğunu söylerler. fiyatları normalinden düşüktür. bazen gerçekten insanlar bunları niye alsın dediğiniz şeyler olur, bazen de hemen kapılan şeyler vardır.

yeni ürünlere yer açılsın diyerek indirim günleri yaparlar. genelde bunlar yılsonunda yapılır ve satamayacakları, biran önce bitmesini istedikleri ürünlere indirimleri basarlar. türkiye’deki üç mağazasında indirime soktukları ürünleri farklıdır. dahası günler arasında bile indirim oranını değiştirebilir. indirim politikaları gariptir ve de birbirine benzememektedir.

kataloglarında normalinden pahalı ürünleri de bulunur fakat bunları uygun fiyatta sattıklarını çeşitli etkileyici sözlerle müşterinin aklına sokarlar. ""?""
tasarımcılarını görselleştirip ürünleriyle özdeşleştirirler. beğendiğiniz ürünün etiketinde ‘bunu ben tasarladım’ edasıyla duran bir tasarımcı fotoğrafı bulabilirsiniz.

yerleştiği ülkede ya da yerleştirdiği ilde aynı zamanda yerli üreticileri de bünyesine katabilir. çünkü bilir ki katmazsa o insanlar seslerini yükseltir. bir ürünün etiketinde """" yazısı bulabilirsiniz. 1 yıl sonra firmanın ikea’yla anlaşması bittiğinde, firma ürününü sattırmak için başka büyük bir mağazayla anlaşır. sonra başka büyük bir mağazada ürünü gören müşteri ""aa ikea bıdı bıdısı"" diyerek ürünü satın alır. firma ikea üzerinden hala para kazanabilir.

-ikea’nın açıkça söylemeyip uyguladığı fakat uyguladığını fark edemediğimiz alışveriş taktikleri nelerdir?

işte en kritik kısım.
bir kere ""çok üretiyoruz maliyetini düşürüyoruz daha ucuza satıyoruz"" düşüncesinin yanında başka şeyler de yaparlar. mesela, bazı ürünleri çok satar ve bu ürünlerin fiyatları artmaya başlar. sonra bir gün bakarsınız ki 5 liraya aldığınız şey şimdi 15 liradır ve ikea bu ürün için ‘çok sattık fiyatları artırdık şimdi daha çok kazanıyoruz’ demez.

ikea’nın tüm mağazalarında konsept aynıdır. showroom, restoran, kasalar, atıştırma alanlarının yerleri belirlidir.

mağaza içinde müşteriler için tek bir yönelim söz konusudur, aksi haldeki durumlar için çözümler çok kötüdür. çünkü iyi çözüm bulunmak istenmez.
mağazaya girersiniz ve direk üst kata çıkarsınız çünkü herkes üst kata çıkar. yukarı yöne çalışan tek bir yürüyen merdiven vardır ve aşağı inerken kullanabileceğiniz bir merdiven yoktur. eğer vazgeçip aşağı inmek isterseniz, uzun uğraşlar sonucu dibinizdeki 25 kişilik asansörü fark edersiniz ve tek kat inmek için onu beklersiniz. bu da bize düşey sirkülasyon sistem araçları konusundaki anlayışlarının kötü olduğunu gösterir fakat sonuna kadar istenerek ve taktik gereği yapıldığı çok bellidir.

showroom planı inanılmaz derecede karışık gözükür ama burada da tek bir yönelim söz konusudur. eninde sonunda tek bir çıkış vardır ve herkes oraya gider, o çıkış da showroomun başıdır. yani siz dört dolanır durursunuz. baktınız ki sıkıldınız, zar zor bulacağınız kestirmeden geçerek yolunuzu kısaltıp 10 döşenmiş oda yerine 5 döşenmiş oda görüp geldiğiniz yere geri dönersiniz.

e showroom bitti, aşağıdaki alışveriş alanına inmeden önce ikea burada mola vermenizi ister. çünkü tam o alanda ikea restoranı bulunmaktadır.
molanızı da verdiniz, park ettiğiniz alışveriş arabanızı da aldınız ve alışveriş katına indiniz.

yine tek bir yönelim ve bir kestirme vardır. son olarak da büyük mobilyalar için ikea’nın self servis alanına gelip gezinizi(alışverişinizi, çıldırışınızı) bitirirsiniz.
kasalardan ödemenizi yapıp çıkarsınız. diyelim ki aklınız kasaların hemen yanındaki nde ya da başka bir yerde bulunan bir ürüne takıldı ve onu almak için geri dönmek istediniz. ne yazık ki o kasalardan giriş yoktur. bunun için bu hikâyenin en başına dönmek zorundasınız. tek bir yürüyen merdiven ile showroom katına çıkarsınız, oradan showroomu gezmeden aşağıya, alışveriş katına inmek isteyenler için bulunan asansörü kullanırsınız, alışveriş bölümlerini kestirmelerle kısaltıp en sona gelirsiniz ve böylece daha demin dibinde olduğunuz kasanın öbür tarafına geçmiş olursunuz. (evet, burada bir yanlış yok, alışveriş katının ayın kottan hiçbir girişi yok, illa yukarı çıkıp aşağı ineceksiniz) ya da insancıl bir yöntem seçerek oradaki güvenliğe rica edersiniz ve bu uzun yolu başa almadan kasalardan içeri girersiniz. bunu yapmadan önce bilin ki, bu ikeanın istemediği bir şeydir. güvenlik görevlisi bunu yüz ifadesiyle de çok net anlatır.

evet, ikea tüm bunları söylemez ama bir güzel uygulatır. ayrıca nda ""mağazamız o kadar büyük ve biz sizi o kadar dolaştırıyoruz ki..."" demez ama aslında türkiye’deki 3 mağazasının konumlanışıyla bu dolaştırma mesajını çok iyi verir. siz ister arabayla ister yaya olarak gidin, ikea’ya ulaşmak için çaba sarf edersiniz ve aynı çabayı ikea’da alışveriş yaparken de göstermek zorundasınızdır.",Ekşi Sözlük
jassinpera,01.03.2010 01:11,IKEA Genel,"mantığını anlarsanız çok güzel şeyler alıp, uygun fiyata uzun süre kullanabileceğiniz ürünler satan firma. örneğin modern ya da klasik bir mutfak istiyorsunuz; en ucuza çıkartabileceğiz yer ikeadır. ama reklamlara bakıp yatak odası almaya giderseniz ortalama bir dolaba servet öderseniz. ama mutfağı da dolabı da on yirmi sene kullanırsınız birşey olmaz. ama yatak alırsanız güzel durur, fazla pahalı değildir ama iki üç seneden fazla dayanmaz. koltukları güzeldir fiyatları ehtir alınabilir ama genelde temizlenmez, leke tutar. çocuk için beşik, yatak, mama sandalyesi gibi çok gerekli ve başka yerlerde çok daha pahalı alabileceğiniz ürünleri ikeadan kat kat daha kaliteli, sağlıklı ve uygun olarak alabilirsiniz. kırılmaz, bozulmaz. mutfak edevatları ortalamadır ve uzun süreli kullanıma çok uygun değildir.",Ekşi Sözlük
24th fret,04.03.2010 13:30,IKEA Genel,"montajını yaptıkları mobilyaları -içlerinden gerekli parçalar çıktığı halde- duvara sabitlemiyorlar. tamam fiyatları düşürmek içi sağdan soldan kısın ama bu kadar da cimri olmayın yahu, hayati önem taşıyan bir konu bu.",Ekşi Sözlük
egitimli gicik,09.03.2010 11:16,IKEA Genel,"bir tencere takımları var onları almazlarsa evlenmem,onlardan pişmeyen yemekleri de yemem.nezaman insem alt katına önce onları bi kucaklayıp seviyorum sonrada hüzün bulutları arasında vedalaşıyorum ama az kaldı,benim olacaklar!!!",Ekşi Sözlük
